Date,Manufacturer,Category,Region,Production_Volume,Average_Price,GDP_Growth,Steel_Price,Oil_Price,Interest_Rate,US_Tariff_Rate,US_EV_Subsidy,EV_Share
2011-05-31,Volkswagen,Passenger_Cars,Asia_Pacific,42417,28684.25,0.036,746.99,40.22,0.0445,0.025,7500,0.0436
2011-05-31,Volkswagen,Passenger_Cars,China,42948,30305.4,0.0248,724.42,50.04,0.0521,0.025,7500,0.0436
2011-05-31,Volkswagen,Commercial_Vehicles,North_America,8882,52178.07,0.0222,705.76,62.68,0.0452,0.025,7500,0.0436
2011-05-31,Volkswagen,Commercial_Vehicles,Europe,10758,53772.02,0.0339,697.42,48.76,0.0532,0.025,7500,0.0436
2011-05-31,Volkswagen,Commercial_Vehicles,Asia_Pacific,12201,54138.71,0.0384,744.77,52.61,0.0445,0.025,7500,0.0436
2011-05-31,Volkswagen,Commercial_Vehicles,China,14461,55887.19,0.0345,722.13,58.83,0.0519,0.025,7500,0.0436
2011-05-31,Volkswagen,Electric_Vehicles,North_America,2341,49637.82,0.0333,695.4,43.77,0.0488,0.025,7500,0.0436
2011-05-31,Volkswagen,Electric_Vehicles,Europe,2914,45528.13,0.0344,737.43,63.75,0.0517,0.025,7500,0.0436
2011-05-31,Volkswagen,Electric_Vehicles,Asia_Pacific,3003,46147.22,0.0299,711.46,59.26,0.0442,0.025,7500,0.0436
2011-05-31,Volkswagen,Electric_Vehicles,China,4197,46980.38,0.0356,689.76,48.85,0.0503,0.025,7500,0.0436
2011-05-31,Ford,Passenger_Cars,North_America,23099,26140.47,0.0377,678.79,56.28,0.0508,0.025,7500,0.0436
2011-05-31,Ford,Passenger_Cars,Europe,27683,25186.06,0.0299,714.97,52.12,0.0464,0.025,7500,0.0436
2011-05-31,Ford,Passenger_Cars,Asia_Pacific,34060,25739.32,0.0206,715.8,53.89,0.0482,0.025,7500,0.0436
2011-05-31,Ford,Passenger_Cars,China,37779,25629.71,0.0312,696.11,43.76,0.0484,0.025,7500,0.0436
2011-05-31,Ford,Commercial_Vehicles,North_America,8119,46584.86,0.03,723.66,61.93,0.0423,0.025,7500,0.0436
2011-05-31,Ford,Commercial_Vehicles,Europe,10092,44444.35,0.0335,734.25,74.83,0.0498,0.025,7500,0.0436
2011-05-31,Ford,Commercial_Vehicles,Asia_Pacific,10381,45288.5,0.0296,699.16,57.39,0.0454,0.025,7500,0.0436
2011-05-31,Ford,Commercial_Vehicles,China,13203,46791.62,0.0335,707.55,43.53,0.046,0.025,7500,0.0436
2011-05-31,Ford,Electric_Vehicles,North_America,1823,39770.47,0.0336,709.62,47.55,0.0454,0.025,7500,0.0436
2011-05-31,Ford,Electric_Vehicles,Europe,2261,42581.62,0.03,752.71,50.19,0.039,0.025,7500,0.0436
2011-05-31,Ford,Electric_Vehicles,Asia_Pacific,2676,41920.51,0.036,726.07,57.54,0.0592,0.025,7500,0.0436
2011-05-31,Ford,Electric_Vehicles,China,3263,39604.84,0.0339,729.02,47.85,0.0462,0.025,7500,0.0436
2011-05-31,Hyundai-Kia,Passenger_Cars,North_America,17726,21955.94,0.0151,719.32,55.2,0.0484,0.025,7500,0.0436
2011-05-31,Hyundai-Kia,Passenger_Cars,Europe,25157,22075.59,0.0198,710.96,58.27,0.0439,0.025,7500,0.0436
2011-05-31,Hyundai-Kia,Passenger_Cars,Asia_Pacific,32518,23538.89,0.0225,700.64,47.45,0.0437,0.025,7500,0.0436
2011-05-31,Hyundai-Kia,Passenger_Cars,China,32100,23357.01,0.0281,743.51,51.76,0.0491,0.025,7500,0.0436
2011-05-31,Hyundai-Kia,Commercial_Vehicles,North_America,7010,42002.75,0.036,708.34,54.68,0.0492,0.025,7500,0.0436
2011-05-31,Hyundai-Kia,Commercial_Vehicles,Europe,7370,40762.56,0.0275,704.25,51.23,0.0482,0.025,7500,0.0436
2011-05-31,Hyundai-Kia,Commercial_Vehicles,Asia_Pacific,8809,41045.94,0.0281,727.4,53.91,0.0487,0.025,7500,0.0436
2011-05-31,Hyundai-Kia,Commercial_Vehicles,China,10831,41540.03,0.0293,727.99,60.36,0.05,0.025,7500,0.0436
2011-05-31,Hyundai-Kia,Electric_Vehicles,North_America,1502,36812.84,0.021,731.39,54.53,0.0483,0.025,7500,0.0436
2011-05-31,Hyundai-Kia,Electric_Vehicles,Europe,2020,37003.99,0.0368,710.38,55.75,0.0467,0.025,7500,0.0436
2011-05-31,Hyundai-Kia,Electric_Vehicles,Asia_Pacific,2352,36514.75,0.0278,768.64,53.71,0.0494,0.025,7500,0.0436
2011-05-31,Hyundai-Kia,Electric_Vehicles,China,2753,33305.42,0.0355,673.91,55.81,0.063,0.025,7500,0.0436
2011-05-31,Stellantis,Passenger_Cars,North_America,20179,25897.1,0.035,682.22,45.45,0.041,0.025,7500,0.0436
2011-05-31,Stellantis,Passenger_Cars,Europe,24088,26919.87,0.0356,712.81,35.03,0.0461,0.025,7500,0.0436
2011-05-31,Stellantis,Passenger_Cars,Asia_Pacific,28507,27962.07,0.0309,703.26,44.38,0.0434,0.025,7500,0.0436
2011-05-31,Stellantis,Passenger_Cars,China,32059,26044.57,0.0231,739.18,45.12,0.0413,0.025,7500,0.0436
2011-05-31,Stellantis,Commercial_Vehicles,North_America,5920,46422.64,0.021,768.49,30.73,0.0534,0.025,7500,0.0436
2011-05-31,Stellantis,Commercial_Vehicles,Europe,8023,48920.5,0.0281,745.59,64.94,0.0541,0.025,7500,0.0436
2011-05-31,Stellantis,Commercial_Vehicles,Asia_Pacific,7869,49652.06,0.0283,683.79,42.4,0.0507,0.025,7500,0.0436
2011-05-31,Stellantis,Commercial_Vehicles,China,10011,50639.0,0.0259,674.3,57.13,0.0492,0.025,7500,0.0436
2011-05-31,Stellantis,Electric_Vehicles,North_America,1698,41853.35,0.0365,755.28,40.87,0.0431,0.025,7500,0.0436
2011-05-31,Stellantis,Electric_Vehicles,Europe,1849,41496.25,0.0337,684.14,65.82,0.0465,0.025,7500,0.0436
2011-05-31,Stellantis,Electric_Vehicles,Asia_Pacific,2655,42873.73,0.0284,720.17,30.84,0.0476,0.025,7500,0.0436
2011-05-31,Stellantis,Electric_Vehicles,China,2557,42826.04,0.0338,741.77,61.48,0.0531,0.025,7500,0.0436
2011-05-31,GM,Passenger_Cars,North_America,25920,25658.02,0.0392,723.57,63.73,0.0471,0.025,7500,0.0436
2011-05-31,GM,Passenger_Cars,Europe,31447,25913.71,0.0305,688.11,64.01,0.0494,0.025,7500,0.0436
2011-05-31,GM,Passenger_Cars,Asia_Pacific,33897,25602.24,0.0226,731.65,58.11,0.0576,0.025,7500,0.0436
2011-05-31,GM,Passenger_Cars,China,43381,25503.65,0.0249,682.47,49.92,0.0557,0.025,7500,0.0436
2011-05-31,GM,Commercial_Vehicles,North_America,7544,46248.16,0.0283,668.55,41.52,0.0432,0.025,7500,0.0436
2011-05-31,GM,Commercial_Vehicles,Europe,9268,45048.55,0.0393,758.36,68.53,0.041,0.025,7500,0.0436
2011-05-31,GM,Commercial_Vehicles,Asia_Pacific,11244,45480.83,0.0374,728.01,62.43,0.0511,0.025,7500,0.0436
2011-05-31,GM,Commercial_Vehicles,China,12420,46738.82,0.0368,695.58,46.68,0.0493,0.025,7500,0.0436
2011-05-31,GM,Electric_Vehicles,North_America,2019,40615.12,0.0226,703.75,67.88,0.0478,0.025,7500,0.0436
2011-05-31,GM,Electric_Vehicles,Europe,2694,41718.8,0.039,748.34,44.42,0.044,0.025,7500,0.0436
2011-05-31,GM,Electric_Vehicles,Asia_Pacific,2911,39820.32,0.0282,743.99,67.87,0.0541,0.025,7500,0.0436
2011-05-31,GM,Electric_Vehicles,China,3315,40017.88,0.0303,710.24,37.36,0.0499,0.025,7500,0.0436
2011-06-30,Toyota,Passenger_Cars,North_America,31635,28486.02,0.023,705.62,49.7,0.055,0.025,7500,0.0436
2011-06-30,Toyota,Passenger_Cars,Europe,34584,26726.01,0.029,756.65,42.42,0.0529,0.025,7500,0.0436
2011-06-30,Toyota,Passenger_Cars,Asia_Pacific,45646,26881.72,0.0309,718.43,49.1,0.0492,0.025,7500,0.0436
2011-06-30,Toyota,Passenger_Cars,China,46310,29112.59,0.028,667.94,58.77,0.0485,0.025,7500,0.0436
2011-06-30,Toyota,Commercial_Vehicles,North_America,11534,50115.82,0.0276,727.15,44.04,0.0541,0.025,7500,0.0436
2011-06-30,Toyota,Commercial_Vehicles,Europe,11435,49091.42,0.0327,654.55,41.7,0.0395,0.025,7500,0.0436
2011-06-30,Toyota,Commercial_Vehicles,Asia_Pacific,14133,49530.38,0.0305,720.07,50.98,0.0414,0.025,7500,0.0436
2011-06-30,Toyota,Commercial_Vehicles,China,13534,52308.93,0.0348,664.75,51.51,0.0475,0.025,7500,0.0436
2011-06-30,Toyota,Electric_Vehicles,North_America,2486,45519.68,0.0254,669.53,45.18,0.0568,0.025,7500,0.0436
2011-06-30,Toyota,Electric_Vehicles,Europe,3050,46044.43,0.0283,746.83,31.07,0.0502,0.025,7500,0.0436
2011-06-30,Toyota,Electric_Vehicles,Asia_Pacific,3825,44133.53,0.0301,684.17,56.28,0.0573,0.025,7500,0.0436
2011-06-30,Toyota,Electric_Vehicles,China,3586,46130.54,0.0312,725.69,44.1,0.0435,0.025,7500,0.0436
2011-06-30,Volkswagen,Passenger_Cars,North_America,30059,29760.02,0.0232,661.7,51.61,0.0486,0.025,7500,0.0436
2011-06-30,Volkswagen,Passenger_Cars,Europe,34518,30426.11,0.031,708.33,76.97,0.0491,0.025,7500,0.0436
2011-06-30,Volkswagen,Passenger_Cars,Asia_Pacific,44628,29406.6,0.0353,693.7,40.48,0.052,0.025,7500,0.0436
2011-06-30,Volkswagen,Passenger_Cars,China,46420,28833.64,0.0226,742.05,58.17,0.0564,0.025,7500,0.0436
2011-06-30,Volkswagen,Commercial_Vehicles,North_America,8673,54084.8,0.0327,699.37,66.75,0.0546,0.025,7500,0.0436
2011-06-30,Volkswagen,Commercial_Vehicles,Europe,9999,49874.92,0.0371,746.67,46.62,0.0475,0.025,7500,0.0436
2011-06-30,Volkswagen,Commercial_Vehicles,Asia_Pacific,11856,54354.26,0.0211,721.75,58.62,0.0446,0.025,7500,0.0436
2011-06-30,Volkswagen,Commercial_Vehicles,China,15060,54101.56,0.0241,694.44,50.0,0.0491,0.025,7500,0.0436
2011-06-30,Volkswagen,Electric_Vehicles,North_America,2369,47797.4,0.0266,711.72,59.69,0.0456,0.025,7500,0.0436
2011-06-30,Volkswagen,Electric_Vehicles,Europe,2919,47058.09,0.0343,731.74,30.0,0.046,0.025,7500,0.0436
2011-06-30,Volkswagen,Electric_Vehicles,Asia_Pacific,3020,47828.35,0.0346,680.45,44.31,0.0377,0.025,7500,0.0436
2011-06-30,Volkswagen,Electric_Vehicles,China,3278,48715.76,0.0244,711.91,51.16,0.058,0.025,7500,0.0436
2011-06-30,Ford,Passenger_Cars,North_America,23259,24711.69,0.0277,720.95,49.67,0.0559,0.025,7500,0.0436
2011-06-30,Ford,Passenger_Cars,Europe,27942,25907.43,0.0405,699.08,53.22,0.0511,0.025,7500,0.0436
2011-06-30,Ford,Passenger_Cars,Asia_Pacific,34965,25620.17,0.0341,703.53,76.21,0.0607,0.025,7500,0.0436
2011-06-30,Ford,Passenger_Cars,China,40998,24574.31,0.0175,736.74,59.54,0.0465,0.025,7500,0.0436
2011-06-30,Ford,Commercial_Vehicles,North_America,7252,48884.24,0.0244,640.33,39.62,0.042,0.025,7500,0.0436
2011-06-30,Ford,Commercial_Vehicles,Europe,8531,44245.22,0.0311,703.95,47.54,0.0453,0.025,7500,0.0436
2011-06-30,Ford,Commercial_Vehicles,Asia_Pacific,10369,47323.7,0.0354,754.09,42.92,0.0443,0.025,7500,0.0436
2011-06-30,Ford,Commercial_Vehicles,China,12058,48000.09,0.031,713.51,52.14,0.0522,0.025,7500,0.0436
2011-06-30,Ford,Electric_Vehicles,North_America,1997,40724.69,0.0309,737.27,48.57,0.0564,0.025,7500,0.0436
2011-06-30,Ford,Electric_Vehicles,Europe,2233,40667.18,0.0241,729.17,34.44,0.0568,0.025,7500,0.0436
2011-06-30,Ford,Electric_Vehicles,Asia_Pacific,2453,40680.74,0.0296,731.39,51.62,0.0471,0.025,7500,0.0436
2011-06-30,Ford,Electric_Vehicles,China,3121,40112.45,0.0232,741.39,38.82,0.0615,0.025,7500,0.0436
2011-06-30,Hyundai-Kia,Passenger_Cars,North_America,19765,22303.46,0.0289,704.34,46.36,0.0501,0.025,7500,0.0436
2011-06-30,Hyundai-Kia,Passenger_Cars,Europe,22702,22639.63,0.0466,705.77,36.95,0.0468,0.025,7500,0.0436
2011-06-30,Hyundai-Kia,Passenger_Cars,Asia_Pacific,29905,21933.88,0.0377,739.43,52.75,0.0481,0.025,7500,0.0436
2011-06-30,Hyundai-Kia,Passenger_Cars,China,35603,22882.56,0.0313,711.59,41.99,0.0386,0.025,7500,0.0436
2011-06-30,Hyundai-Kia,Commercial_Vehicles,North_America,6410,40440.28,0.0407,661.29,47.47,0.0553,0.025,7500,0.0436
2011-06-30,Hyundai-Kia,Commercial_Vehicles,Europe,6780,40553.04,0.0219,752.02,59.36,0.0413,0.025,7500,0.0436
2011-06-30,Hyundai-Kia,Commercial_Vehicles,Asia_Pacific,9354,41759.41,0.0254,703.18,66.18,0.0552,0.025,7500,0.0436
2011-06-30,Hyundai-Kia,Commercial_Vehicles,China,9906,41681.9,0.0268,675.07,46.1,0.0428,0.025,7500,0.0436
2011-06-30,Hyundai-Kia,Electric_Vehicles,North_America,1617,35775.63,0.0257,726.32,45.24,0.0536,0.025,7500,0.0436
2011-06-30,Hyundai-Kia,Electric_Vehicles,Europe,1817,37434.97,0.022,775.12,45.69,0.0454,0.025,7500,0.0436
2011-06-30,Hyundai-Kia,Electric_Vehicles,Asia_Pacific,2661,36363.78,0.0303,718.94,49.1,0.0428,0.025,7500,0.0436
2011-06-30,Hyundai-Kia,Electric_Vehicles,China,2923,36065.1,0.0315,713.6,48.56,0.0454,0.025,7500,0.0436
2011-06-30,Stellantis,Passenger_Cars,North_America,18227,28839.31,0.0388,739.33,51.3,0.0451,0.025,7500,0.0436
2011-06-30,Stellantis,Passenger_Cars,Europe,22648,26430.44,0.0319,676.21,46.44,0.0496,0.025,7500,0.0436
2011-06-30,Stellantis,Passenger_Cars,Asia_Pacific,25928,26506.49,0.0371,757.99,43.47,0.0485,0.025,7500,0.0436
2011-06-30,Stellantis,Passenger_Cars,China,34132,26837.52,0.0283,685.62,45.15,0.0449,0.025,7500,0.0436
2011-06-30,Stellantis,Commercial_Vehicles,North_America,5146,49451.44,0.0275,728.02,48.66,0.0556,0.025,7500,0.0436
2011-06-30,Stellantis,Commercial_Vehicles,Europe,6832,46363.38,0.0343,750.21,58.96,0.0561,0.025,7500,0.0436
2011-06-30,Stellantis,Commercial_Vehicles,Asia_Pacific,6633,46876.52,0.0312,723.55,52.91,0.0438,0.025,7500,0.0436
2011-06-30,Stellantis,Commercial_Vehicles,China,9769,48829.43,0.0339,765.38,49.32,0.0463,0.025,7500,0.0436
2011-06-30,Stellantis,Electric_Vehicles,North_America,1699,42896.48,0.0303,728.66,47.9,0.0497,0.025,7500,0.0436
2011-06-30,Stellantis,Electric_Vehicles,Europe,1971,41296.74,0.0296,685.58,52.5,0.047,0.025,7500,0.0436
2011-06-30,Stellantis,Electric_Vehicles,Asia_Pacific,2314,43837.68,0.0271,720.27,58.04,0.0426,0.025,7500,0.0436
2011-06-30,Stellantis,Electric_Vehicles,China,2514,40981.3,0.035,748.37,53.52,0.052,0.025,7500,0.0436
2011-06-30,GM,Passenger_Cars,North_America,23626,26196.04,0.0286,688.3,42.09,0.0505,0.025,7500,0.0436
2011-06-30,GM,Passenger_Cars,Europe,30626,25398.52,0.0354,668.9,39.21,0.0496,0.025,7500,0.0436
2011-06-30,GM,Passenger_Cars,Asia_Pacific,33583,24105.14,0.0272,736.52,39.98,0.047,0.025,7500,0.0436
2011-06-30,GM,Passenger_Cars,China,35977,26388.64,0.0356,682.88,50.37,0.0436,0.025,7500,0.0436
2011-06-30,GM,Commercial_Vehicles,North_America,7023,45086.03,0.0309,726.82,56.2,0.0529,0.025,7500,0.0436
2011-06-30,GM,Commercial_Vehicles,Europe,9330,47695.02,0.0272,768.91,41.63,0.047,0.025,7500,0.0436
2011-06-30,GM,Commercial_Vehicles,Asia_Pacific,10858,46038.17,0.0315,744.5,49.44,0.0482,0.025,7500,0.0436
2011-06-30,GM,Commercial_Vehicles,China,11982,44332.46,0.0309,677.45,46.9,0.0489,0.025,7500,0.0436
2011-06-30,GM,Electric_Vehicles,North_America,2066,43515.85,0.0266,733.32,48.79,0.0462,0.025,7500,0.0436
2011-06-30,GM,Electric_Vehicles,Europe,2418,39500.2,0.0256,753.58,35.83,0.0551,0.025,7500,0.0436
2011-06-30,GM,Electric_Vehicles,Asia_Pacific,3028,39346.44,0.0278,727.11,43.24,0.0429,0.025,7500,0.0436
2011-06-30,GM,Electric_Vehicles,China,3202,40108.61,0.0377,744.61,59.47,0.0469,0.025,7500,0.0436
2011-07-31,Toyota,Passenger_Cars,North_America,33304,27981.82,0.0348,667.82,46.16,0.0519,0.025,7500,0.0436
2011-07-31,Toyota,Passenger_Cars,Europe,39962,28540.6,0.028,712.41,40.85,0.0548,0.025,7500,0.0436
2011-07-31,Toyota,Passenger_Cars,Asia_Pacific,39179,27462.35,0.031,700.63,52.74,0.0519,0.025,7500,0.0436
2011-07-31,Toyota,Passenger_Cars,China,50681,26751.08,0.0298,733.32,56.6,0.0497,0.025,7500,0.0436
2011-07-31,Toyota,Commercial_Vehicles,North_America,8516,49653.66,0.0285,699.04,60.94,0.0503,0.025,7500,0.0436
2011-07-31,Toyota,Commercial_Vehicles,Europe,9914,49225.0,0.0306,762.77,63.86,0.0557,0.025,7500,0.0436
2011-07-31,Toyota,Commercial_Vehicles,Asia_Pacific,12974,54802.63,0.0298,736.84,45.23,0.0583,0.025,7500,0.0436
2011-07-31,Toyota,Commercial_Vehicles,China,14165,48136.66,0.0224,698.93,53.55,0.0528,0.025,7500,0.0436
2011-07-31,Toyota,Electric_Vehicles,North_America,2360,45842.63,0.0253,687.78,55.01,0.0538,0.025,7500,0.0436
2011-07-31,Toyota,Electric_Vehicles,Europe,3443,44052.74,0.029,726.31,30.0,0.045,0.025,7500,0.0436
2011-07-31,Toyota,Electric_Vehicles,Asia_Pacific,3288,44485.6,0.0222,673.98,48.66,0.0509,0.025,7500,0.0436
2011-07-31,Toyota,Electric_Vehicles,China,3564,47571.73,0.031,681.09,52.19,0.0426,0.025,7500,0.0436
2011-07-31,Volkswagen,Passenger_Cars,North_America,26702,29212.77,0.0213,707.89,39.22,0.0462,0.025,7500,0.0436
2011-07-31,Volkswagen,Passenger_Cars,Europe,34501,28006.22,0.0345,731.53,53.18,0.0484,0.025,7500,0.0436
2011-07-31,Volkswagen,Passenger_Cars,Asia_Pacific,37779,30058.73,0.0288,689.13,60.95,0.0515,0.025,7500,0.0436
2011-07-31,Volkswagen,Passenger_Cars,China,44330,29968.88,0.0342,707.48,58.5,0.0449,0.025,7500,0.0436
2011-07-31,Volkswagen,Commercial_Vehicles,North_America,9596,51125.31,0.0158,699.96,54.75,0.049,0.025,7500,0.0436
2011-07-31,Volkswagen,Commercial_Vehicles,Europe,9101,52180.87,0.0299,660.74,58.68,0.0532,0.025,7500,0.0436
2011-07-31,Volkswagen,Commercial_Vehicles,Asia_Pacific,11808,52937.6,0.0254,678.36,39.14,0.0443,0.025,7500,0.0436
2011-07-31,Volkswagen,Commercial_Vehicles,China,13584,48258.92,0.0281,716.84,44.63,0.0452,0.025,7500,0.0436
2011-07-31,Volkswagen,Electric_Vehicles,North_America,2325,48707.24,0.0309,720.14,39.42,0.0531,0.025,7500,0.0436
2011-07-31,Volkswagen,Electric_Vehicles,Europe,2624,44945.75,0.0283,677.46,66.82,0.0551,0.025,7500,0.0436
2011-07-31,Volkswagen,Electric_Vehicles,Asia_Pacific,3186,46449.48,0.0242,695.8,47.09,0.0472,0.025,7500,0.0436
2011-07-31,Volkswagen,Electric_Vehicles,China,3967,48379.09,0.0297,691.14,40.28,0.0545,0.025,7500,0.0436
2011-07-31,Ford,Passenger_Cars,North_America,25185,24639.47,0.0271,707.36,52.4,0.0451,0.025,7500,0.0436
2011-07-31,Ford,Passenger_Cars,Europe,28664,26175.56,0.0271,645.0,42.55,0.0496,0.025,7500,0.0436
2011-07-31,Ford,Passenger_Cars,Asia_Pacific,35255,24417.91,0.033,764.8,47.36,0.0489,0.025,7500,0.0436
2011-07-31,Ford,Passenger_Cars,China,42219,25853.28,0.0313,710.11,59.47,0.0504,0.025,7500,0.0436
2011-07-31,Ford,Commercial_Vehicles,North_America,7173,43978.5,0.0248,708.77,48.67,0.0519,0.025,7500,0.0436
2011-07-31,Ford,Commercial_Vehicles,Europe,9429,44497.65,0.0279,746.3,53.04,0.0514,0.025,7500,0.0436
2011-07-31,Ford,Commercial_Vehicles,Asia_Pacific,9439,45025.48,0.0296,743.84,58.33,0.0503,0.025,7500,0.0436
2011-07-31,Ford,Commercial_Vehicles,China,10406,47323.82,0.0366,741.89,54.18,0.0489,0.025,7500,0.0436
2011-07-31,Ford,Electric_Vehicles,North_America,1801,41505.8,0.0332,697.98,42.71,0.0577,0.025,7500,0.0436
2011-07-31,Ford,Electric_Vehicles,Europe,2419,40414.7,0.0273,717.09,49.61,0.0501,0.025,7500,0.0436
2011-07-31,Ford,Electric_Vehicles,Asia_Pacific,2434,42848.81,0.0336,660.53,45.03,0.0466,0.025,7500,0.0436
2011-07-31,Ford,Electric_Vehicles,China,2998,40384.53,0.0267,657.91,59.27,0.0477,0.025,7500,0.0436
2011-07-31,Hyundai-Kia,Passenger_Cars,North_America,17385,23724.11,0.0181,734.98,52.83,0.055,0.025,7500,0.0436
2011-07-31,Hyundai-Kia,Passenger_Cars,Europe,25504,22752.76,0.0317,720.69,64.94,0.047,0.025,7500,0.0436
2011-07-31,Hyundai-Kia,Passenger_Cars,Asia_Pacific,28161,21906.63,0.0334,728.12,49.09,0.0493,0.025,7500,0.0436
2011-07-31,Hyundai-Kia,Passenger_Cars,China,29799,22153.73,0.0276,678.17,49.12,0.0512,0.025,7500,0.0436
2011-07-31,Hyundai-Kia,Commercial_Vehicles,North_America,5933,41396.74,0.0199,722.37,39.1,0.0557,0.025,7500,0.0436
2011-07-31,Hyundai-Kia,Commercial_Vehicles,Europe,6690,41309.03,0.0289,746.96,64.57,0.0382,0.025,7500,0.0436
2011-07-31,Hyundai-Kia,Commercial_Vehicles,Asia_Pacific,8628,41626.74,0.0211,692.48,40.53,0.046,0.025,7500,0.0436
2011-07-31,Hyundai-Kia,Commercial_Vehicles,China,9194,42559.0,0.0316,645.97,47.1,0.0463,0.025,7500,0.0436
2011-07-31,Hyundai-Kia,Electric_Vehicles,North_America,1859,39044.16,0.0284,735.79,48.32,0.0517,0.025,7500,0.0436
2011-07-31,Hyundai-Kia,Electric_Vehicles,Europe,1866,36253.86,0.0365,694.48,30.0,0.0498,0.025,7500,0.0436
2011-07-31,Hyundai-Kia,Electric_Vehicles,Asia_Pacific,2194,36767.26,0.0322,750.63,70.13,0.0567,0.025,7500,0.0436
2011-07-31,Hyundai-Kia,Electric_Vehicles,China,2805,37473.37,0.031,712.78,71.41,0.046,0.025,7500,0.0436
2011-07-31,Stellantis,Passenger_Cars,North_America,20639,27245.55,0.0262,699.04,62.72,0.0497,0.025,7500,0.0436
2011-07-31,Stellantis,Passenger_Cars,Europe,22187,26476.74,0.0318,683.68,31.34,0.0492,0.025,7500,0.0436
2011-07-31,Stellantis,Passenger_Cars,Asia_Pacific,28781,27911.51,0.0343,726.84,63.14,0.0465,0.025,7500,0.0436
2011-07-31,Stellantis,Passenger_Cars,China,26980,27035.76,0.0331,713.75,47.25,0.0377,0.025,7500,0.0436
2011-07-31,Stellantis,Commercial_Vehicles,North_America,5423,48222.18,0.0286,639.15,57.72,0.05,0.025,7500,0.0436
2011-07-31,Stellantis,Commercial_Vehicles,Europe,7277,47319.98,0.029,698.26,56.67,0.0524,0.025,7500,0.0436
2011-07-31,Stellantis,Commercial_Vehicles,Asia_Pacific,7449,47954.61,0.0283,682.05,43.55,0.0512,0.025,7500,0.0436
2011-07-31,Stellantis,Commercial_Vehicles,China,9582,46036.48,0.0283,735.77,49.63,0.0544,0.025,7500,0.0436
2011-07-31,Stellantis,Electric_Vehicles,North_America,1277,41635.56,0.0305,754.36,44.0,0.0467,0.025,7500,0.0436
2011-07-31,Stellantis,Electric_Vehicles,Europe,1805,41420.63,0.0257,688.13,43.84,0.049,0.025,7500,0.0436
2011-07-31,Stellantis,Electric_Vehicles,Asia_Pacific,2515,42403.96,0.0329,682.38,57.99,0.052,0.025,7500,0.0436
2011-07-31,Stellantis,Electric_Vehicles,China,2099,41831.98,0.0372,687.26,59.44,0.0522,0.025,7500,0.0436
2011-07-31,GM,Passenger_Cars,North_America,22449,25254.01,0.0304,666.14,50.27,0.0474,0.025,7500,0.0436
2011-07-31,GM,Passenger_Cars,Europe,29536,26119.59,0.0274,673.03,40.68,0.0461,0.025,7500,0.0436
2011-07-31,GM,Passenger_Cars,Asia_Pacific,30734,26902.31,0.036,705.91,47.28,0.051,0.025,7500,0.0436
2011-07-31,GM,Passenger_Cars,China,39019,26210.2,0.0191,732.49,63.73,0.0493,0.025,7500,0.0436
2011-07-31,GM,Commercial_Vehicles,North_America,7890,45411.47,0.0276,781.04,40.36,0.0454,0.025,7500,0.0436
2011-07-31,GM,Commercial_Vehicles,Europe,9978,47156.21,0.0267,629.96,65.23,0.0474,0.025,7500,0.0436
2011-07-31,GM,Commercial_Vehicles,Asia_Pacific,9445,45592.23,0.028,737.23,44.09,0.0627,0.025,7500,0.0436
2011-07-31,GM,Commercial_Vehicles,China,11030,43803.54,0.0212,724.82,43.07,0.0514,0.025,7500,0.0436
2011-07-31,GM,Electric_Vehicles,North_America,2132,40183.37,0.031,743.51,61.18,0.0494,0.025,7500,0.0436
2011-07-31,GM,Electric_Vehicles,Europe,2206,40187.41,0.0253,717.94,46.41,0.0542,0.025,7500,0.0436
2011-07-31,GM,Electric_Vehicles,Asia_Pacific,2724,41597.01,0.0212,734.06,59.64,0.0534,0.025,7500,0.0436
2011-07-31,GM,Electric_Vehicles,China,3155,38956.48,0.0343,662.7,41.27,0.0508,0.025,7500,0.0436
2011-08-31,Toyota,Passenger_Cars,North_America,30603,27627.47,0.0377,658.61,39.54,0.0613,0.025,7500,0.0436
2011-08-31,Toyota,Passenger_Cars,Europe,33881,29553.04,0.0341,687.1,55.87,0.0563,0.025,7500,0.0436
2011-08-31,Toyota,Passenger_Cars,Asia_Pacific,40594,28991.17,0.0308,665.51,48.29,0.0375,0.025,7500,0.0436
2011-08-31,Toyota,Passenger_Cars,China,41870,27369.49,0.0232,710.81,45.24,0.0525,0.025,7500,0.0436
2011-08-31,Toyota,Commercial_Vehicles,North_America,8706,50443.82,0.0244,697.95,63.27,0.0524,0.025,7500,0.0436
2011-08-31,Toyota,Commercial_Vehicles,Europe,10889,48997.78,0.0355,662.02,34.44,0.0399,0.025,7500,0.0436
2011-08-31,Toyota,Commercial_Vehicles,Asia_Pacific,12312,49767.05,0.0243,661.16,54.55,0.0532,0.025,7500,0.0436
2011-08-31,Toyota,Commercial_Vehicles,China,14354,51589.82,0.0309,709.32,31.06,0.042,0.025,7500,0.0436
2011-08-31,Toyota,Electric_Vehicles,North_America,2290,46017.44,0.0208,683.31,46.74,0.0442,0.025,7500,0.0436
2011-08-31,Toyota,Electric_Vehicles,Europe,2942,45235.87,0.0396,665.09,46.27,0.0442,0.025,7500,0.0436
